Name,UID,Club,Based,Nat,DoB,Height,Weight,Best Pos,Transfer Value,Wage,Preferred Foot,Right Foot,Left Foot,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,L Th,Mar,Pas,Pen,Tck,Tec,Agg,Ant,Bra,Cmp,Cnt,Dec,Det,Fla,Ldr,OtB,Pos,Tea,Vis,Wor,Acc,Agi,Bal,Jum,Nat.1,Pac,Sta,Str,Aer,Cmd,Com,Ecc,Han,Kic,1v1,Pun,Ref,TRO,Thr
Anthony Rouault,49047179,Rennes,France (Ligue 1),FRA,29/5/1999 (24 years old),186 cm,77 kg,D (C),€300K - €3.1M,"€12,000 p/w",Right,Very Strong,Weak,3,9,10,6,12,4,16,6,10,13,13,7,14,12,13,12,15,13,13,12,15,10,11,9,13,12,12,13,12,12,13,14,14,13,13,14,3,1,3,1,2,1,1,3,1,4,1
Mahdi Camara,85145396,Rennes,France (Ligue 1),FRA,30/6/1996 (27 years old),178 cm,69 kg,"DM, M (C)",€170K - €9.4M,"€14,750 p/w",Right,Very Strong,Reasonable,8,8,11,11,13,8,6,10,5,12,13,7,12,13,12,14,13,13,12,13,13,11,12,13,12,13,12,14,13,15,14,10,13,13,15,14,3,4,3,3,2,3,1,2,1,2,1
Esteban Lepaul,49041153,Rennes,France (Ligue 1),FRA,18/4/1998 (25 years old),177 cm,71 kg,ST (C),€100K - €300K,"€1,900 p/w",Right,Very Strong,Weak,10,10,12,13,12,12,11,12,4,5,12,11,5,12,11,13,12,12,11,12,3,11,10,12,7,11,12,11,12,13,11,10,12,12,12,9,2,2,3,1,1,4,3,1,1,1,1
Musa Al-Tamari,26038808,Rennes,France (Ligue 1),JOR,10/6/1995 (28 years old),175 cm,75 kg,"AM (RL), ST (RL)",€30K - €7.4M,"€13,000 p/w",Left,Weak,Very Strong,6,9,15,12,13,6,7,12,6,6,10,6,5,13,7,12,10,11,11,10,12,13,5,12,6,15,10,15,15,15,9,7,12,17,15,8,2,3,2,3,3,2,1,2,4,2,3
Przemysław Frankowski,96029182,Rennes,France (Ligue 1),POL,12/4/1993 (30 years old),175 cm,70 kg,D/WB (RL),€0,,Right,Very Strong,Fairly Strong,13,14,13,12,13,8,7,12,11,12,13,5,12,13,7,12,9,12,11,12,13,14,7,14,13,17,13,16,14,12,12,8,12,14,13,12,1,2,3,2,3,1,4,3,1,3,1
Brice Samba,85073883,Rennes,France (Ligue 1),FRA,25/4/1992 (31 years old),187 cm,90 kg,GK,Not for Sale,"€40,500 p/w",Left,Reasonable,Very Strong,4,3,3,6,11,6,3,11,2,3,14,8,1,10,8,12,13,13,13,11,14,6,14,3,13,13,11,8,10,14,15,15,15,10,14,15,14,14,14,14,14,13,15,10,17,8,11
Bryan Cristante,43091113,Roma,Italy (Serie A),ITA,3/3/1993 (30 years old),188 cm,82 kg,M (C),€67M - €82M,"€100,000 p/w",Right,Very Strong,Fairly Strong,8,11,11,13,14,8,17,16,8,12,16,12,15,14,6,14,16,16,11,15,14,8,14,16,15,19,13,16,10,10,16,16,17,12,16,15,2,1,3,2,4,1,4,1,3,3,1
Evan Ferguson,2000120742,Roma,Italy (Serie A),IRL,19/10/2002 (20 years old),188 cm,82 kg,ST (C),€55M - €85M,,Right,Very Strong,Fairly Strong,6,7,9,15,13,7,14,14,8,7,11,14,7,13,12,13,14,13,14,13,12,9,8,12,7,13,11,14,15,9,13,14,13,16,14,14,2,2,2,2,2,1,3,4,3,3,3
Artem Dovbyk,71099066,Roma,Italy (Serie A),UKR,21/6/1995 (28 years old),189 cm,87 kg,ST (C),€40M - €63M,"€88,000 p/w",Left,Reasonable,Very Strong,6,8,10,15,14,10,16,11,8,7,10,13,9,12,12,15,15,14,14,13,17,12,11,17,8,16,13,16,14,13,15,16,18,14,15,17,3,1,3,3,1,1,3,2,4,1,2
Mario Hermoso,67196188,Roma,Italy (Serie A),ESP,18/6/1993 (30 years old),184 cm,75 kg,D (RL),€38M - €59M,"€62,000 p/w",Left,Reasonable,Very Strong,7,10,10,7,11,8,14,9,14,15,12,9,16,12,14,14,14,12,12,13,14,8,11,9,15,14,11,15,14,14,13,11,13,15,14,15,2,3,2,1,3,4,2,1,3,1,3
Kostas Tsimikas,36096824,Roma,Italy (Serie A),GRE,12/5/1994 (29 years old),175 cm,67 kg,D/WB (RL),€37M - €57M,,Left Only,Weak,Very Strong,14,16,15,6,15,14,8,8,11,13,15,11,15,15,14,14,14,15,13,14,15,13,9,14,14,16,14,16,15,14,14,10,14,15,15,12,2,2,4,2,1,1,2,3,1,1,1
Leon Bailey,18083491,Roma,Italy (Serie A),JAM,9/8/1995 (27 years old),178 cm,75 kg,"M/AM (RL), ST (RL)",€36M - €45M,,Left,Weak,Very Strong,13,14,15,14,12,10,7,14,11,4,11,12,7,14,13,14,12,11,10,12,15,17,8,13,9,12,12,14,17,16,10,12,14,17,13,9,2,3,2,1,1,2,3,3,3,2,2
Gianluca Mancini,43093502,Roma,Italy (Serie A),ITA,17/4/1994 (29 years old),190 cm,82 kg,D (C),€31M - €49M,"€125,000 p/w",Right,Very Strong,Reasonable,5,9,10,10,12,5,16,6,6,14,13,6,15,12,19,15,13,15,16,13,18,8,16,10,15,18,11,16,12,12,12,15,16,13,15,14,1,1,3,1,2,4,2,1,1,2,3
Evan N'Dicka,48032198,Roma,Italy (Serie A),CIV,20/8/1997 (25 years old),192 cm,80 kg,D (C),€30M - €44M,"€99,000 p/w",Left,Reasonable,Very Strong,6,10,11,7,12,6,15,6,13,14,12,7,13,12,15,14,15,14,13,13,16,8,10,9,14,12,11,12,13,13,15,16,14,15,16,16,3,1,2,1,2,2,3,3,2,3,2
Matías Soulé,14222108,Roma,Italy (Serie A),ARG,15/4/2001 (22 years old),182 cm,71 kg,"M/AM (RL), ST (RL)",€18M - €28M,"€48,000 p/w",Left,Weak,Very Strong,13,13,16,14,15,14,10,12,6,4,15,13,7,16,9,12,11,12,11,11,16,16,9,13,9,11,15,13,15,17,13,9,14,14,13,8,3,1,2,3,2,2,2,1,4,1,2
Manu Koné,49047182,Roma,Italy (Serie A),FRA,17/5/1999 (24 years old),185 cm,80 kg,"DM, M (C)",€15M - €23M,"€53,000 p/w",Right,Very Strong,Weak,4,8,16,8,14,4,11,12,6,12,15,7,15,16,17,13,16,13,12,13,16,16,7,12,12,13,14,16,14,14,13,11,13,13,15,16,2,2,1,3,3,1,3,1,1,1,3
Lorenzo Pellegrini,43094100,Roma,Italy (Serie A),ITA,19/6/1994 (29 years old),186 cm,77 kg,M (C),€15M - €22M,"€125,000 p/w",Right,Very Strong,Fairly Strong,15,15,14,11,15,15,9,12,4,11,15,12,13,16,13,15,14,12,11,12,15,16,13,15,13,15,16,15,13,14,11,10,15,12,12,10,1,3,1,3,3,2,1,1,1,2,3
Angeliño,28095342,Roma,Italy (Serie A),ESP,4/1/1995 (28 years old),171 cm,69 kg,D/WB (RL),€11.5M - €18M,"€45,500 p/w",Left,Weak,Very Strong,14,17,9,10,15,15,8,12,15,10,14,10,12,15,15,13,12,13,12,13,13,12,6,14,11,13,14,15,14,15,13,7,18,13,15,10,1,4,2,3,1,2,4,1,3,2,2
Paulo Dybala,14044150,Roma,Italy (Serie A),ARG,15/11/1991 (31 years old),177 cm,79 kg,AM (C),€9.4M - €14.5M,"€160,000 p/w",Left,Reasonable,Very Strong,15,15,17,16,17,17,11,17,4,4,17,16,3,19,9,16,9,13,11,14,14,18,11,14,4,14,17,12,14,18,18,7,11,13,9,10,1,3,2,3,3,2,3,2,3,1,3
Edoardo Bove,43424702,Roma,Italy (Serie A),ITA,16/5/2000 (23 years old),176 cm,68 kg,M (C),€8.8M - €12.5M,"€30,000 p/w",Right,Very Strong,Reasonable,8,10,12,12,14,7,8,10,5,11,14,8,15,13,14,15,16,14,12,13,17,13,9,15,13,16,12,18,15,14,13,8,15,14,14,12,1,1,3,3,1,2,2,3,1,1,1
Pierluigi Gollini,43090278,Roma,Italy (Serie A),ITA,18/3/1993 (30 years old),194 cm,94 kg,GK,€7.8M - €12M,"€36,500 p/w",Right,Very Strong,Weak,2,2,3,2,10,1,10,1,1,3,10,3,3,9,11,13,14,13,11,12,14,3,13,3,14,15,8,15,12,13,13,16,15,12,10,15,14,13,12,16,13,12,14,14,14,14,13
Devyne Rensch,37073313,Roma,Italy (Serie A),NED,18/1/2001 (22 years old),179 cm,76 kg,D/WB (RL),€7.6M - €9.2M,"€29,500 p/w",Right,Very Strong,Strong,4,10,12,7,12,7,9,5,8,12,14,7,13,13,6,11,11,12,11,11,16,13,10,14,13,15,12,15,13,13,12,11,11,13,12,13,2,2,2,3,3,1,1,2,1,2,4
Tommaso Baldanzi,43591641,Roma,Italy (Serie A),ITA,23/3/2001 (22 years old),170 cm,68 kg,AM (C),€5.2M - €9.2M,"€24,500 p/w",Left,Reasonable,Very Strong,12,9,14,14,14,12,8,13,4,5,14,10,7,15,10,13,11,12,11,13,16,14,7,15,5,12,15,13,14,15,13,6,12,13,13,8,1,1,1,3,1,1,2,1,1,3,2
Niccolò Pisilli,2000097929,Roma,Italy (Serie A),ITA,23/9/2002 (20 years old),181 cm,70 kg,M (C),€1.5M - €3.2M,"€7,000 p/w",Left,Reasonable,Very Strong,9,11,12,12,13,8,9,10,7,7,13,9,11,13,12,11,10,12,11,11,15,10,6,11,8,12,12,14,13,13,14,10,13,13,13,13,2,3,1,3,3,3,2,3,1,3,1
Daniele Ghilardi,43500332,Roma,Italy (Serie A),ITA,6/1/2001 (22 years old),189 cm,85 kg,D (C),€750K - €7.6M,,Right,Very Strong,Reasonable,5,10,6,6,10,5,13,11,10,13,10,10,13,10,12,12,13,13,13,12,11,10,10,12,13,13,11,13,10,9,12,15,12,12,10,13,2,2,1,1,2,1,1,3,2,2,2
Mile Svilar,18087914,Roma,Italy (Serie A),SRB,27/8/1997 (25 years old),189 cm,83 kg,GK,€325K - €3.3M,"€24,500 p/w",Right Only,Very Strong,Weak,3,3,1,3,12,1,9,3,2,2,12,1,2,12,14,11,15,13,11,12,15,8,5,5,10,10,9,8,14,14,11,15,12,13,11,13,13,12,8,12,14,14,13,6,16,16,11
Neil El Aynaoui,49045412,Roma,Italy (Serie A),MAR,2/7/1999 (24 years old),185 cm,77 kg,M (C),€230K - €2.3M,"€13,500 p/w",Right,Very Strong,Weak,10,10,14,8,13,12,7,9,5,11,13,11,12,14,12,10,12,12,12,13,14,12,12,12,13,14,13,15,12,13,13,13,13,12,14,13,1,2,1,3,3,2,1,1,1,2,2
Wesley,2000083915,Roma,Italy (Serie A),BRA,6/9/2001 (21 years old),178 cm,73 kg,D/WB (RL),€220K - €2.2M,"€16,750 p/w",Right,Very Strong,Fairly Strong,9,13,13,8,13,4,11,10,12,12,13,8,11,13,14,12,11,13,6,7,6,11,3,12,9,13,12,13,14,14,12,8,9,14,15,9,2,2,2,3,1,3,1,3,1,3,2
Zeki Çelik,70097248,Roma,Italy (Serie A),TUR,17/2/1995 (28 years old),180 cm,78 kg,D (R),€150K - €4.4M,"€49,000 p/w",Right,Very Strong,Fairly Strong,9,12,11,6,12,5,11,8,13,12,14,5,14,12,8,13,15,13,13,13,14,10,7,14,12,14,8,16,14,12,12,11,14,15,14,13,1,1,1,3,4,3,1,2,3,1,3
Devis Vásquez,76053799,Roma,Italy (Serie A),COL,12/5/1996 (27 years old),195 cm,93 kg,GK,€55K - €550K,"€9,500 p/w",Right,Very Strong,Weak,1,3,6,1,8,1,8,2,7,3,9,4,4,8,13,12,13,9,12,11,13,4,9,4,12,12,8,10,11,13,14,16,15,12,15,13,14,11,12,8,12,11,12,13,13,9,13
Jan Ziółkowski,2000186695,Roma,Italy (Serie A),POL,5/6/2003 (20 years old),194 cm,76 kg,D (C),€10K - €100K,€600 p/w,Right Only,Very Strong,Weak,3,5,7,5,8,6,13,6,12,11,8,7,11,9,13,11,13,8,13,10,14,2,13,4,11,12,5,13,8,8,12,16,15,9,11,12,1,2,4,1,1,2,1,3,2,1,2
Stephan El Shaarawy,43036636,Roma,Italy (Serie A),ITA,27/10/1990 (32 years old),178 cm,72 kg,"AM (RL), ST (RL)",Not for Sale,"€89,000 p/w",Right,Very Strong,Reasonable,12,12,14,14,16,11,7,13,4,6,14,12,8,17,9,14,10,12,14,14,14,15,5,16,9,12,13,12,15,14,11,8,10,14,12,9,2,3,1,3,1,3,3,1,3,2,3
Domenico Berardi,43094553,Sassuolo,Italy (Serie A),ITA,1/8/1992 (30 years old),183 cm,72 kg,"M (C), AM (RLC), ST (RL)",€22M - €26M,"€105,000 p/w",Left,Reasonable,Very Strong,11,14,14,16,14,15,10,16,4,4,16,18,7,16,15,14,12,15,11,14,17,15,14,16,8,14,16,14,15,15,13,10,14,14,14,11,2,1,3,3,2,1,3,1,3,3,3
Aster Vranckx,18113140,Sassuolo,Italy (Serie A),BEL,4/10/2000 (22 years old),183 cm,78 kg,M (C),€18.5M - €29M,,Right,Very Strong,Reasonable,11,11,13,8,13,11,10,11,7,11,13,11,13,13,13,12,14,13,13,12,15,10,13,13,12,15,12,14,12,13,12,10,13,12,16,12,1,3,2,1,2,2,3,1,1,1,3
Arijanet Murić,28108492,Sassuolo,Italy (Serie A),KOS,7/11/1996 (26 years old),198 cm,87 kg,GK,€10M - €15.5M,,Right Only,Very Strong,Weak,4,3,3,1,13,9,4,3,1,1,12,2,2,12,16,14,17,12,13,12,15,2,7,1,12,12,11,11,12,12,12,18,6,12,11,13,16,12,10,5,12,8,14,12,15,14,12
Armand Laurienté,85145172,Sassuolo,Italy (Serie A),FRA,4/12/1996 (26 years old),177 cm,79 kg,AM (L),€9.8M - €15M,"€22,000 p/w",Right,Very Strong,Reasonable,11,11,16,12,14,15,6,12,4,4,14,12,6,15,6,13,8,12,10,11,15,13,6,13,5,10,14,13,16,15,12,7,14,15,13,11,4,1,3,1,3,3,3,1,2,1,1
Andrea Pinamonti,43252773,Sassuolo,Italy (Serie A),ITA,19/5/1997 (26 years old),188 cm,72 kg,ST (C),€8.4M - €9.8M,"€85,000 p/w",Right,Very Strong,Fairly Strong,4,4,12,14,13,5,14,13,4,4,12,15,6,14,10,14,13,14,12,14,14,11,10,15,4,13,12,13,14,14,15,14,14,14,14,15,1,4,3,2,3,2,4,3,1,2,2
Woyo Coulibaly,49040688,Sassuolo,Italy (Serie A),FRA,26/5/1997 (26 years old),185 cm,77 kg,D/WB (RL),€7M - €10.5M,,Right,Very Strong,Fairly Strong,6,12,11,8,11,6,7,8,11,12,11,7,12,12,14,13,12,12,11,12,12,8,7,13,11,12,11,11,13,12,13,10,12,14,14,13,4,2,2,1,3,2,3,1,3,1,1
Ismaël Koné,2000121309,Sassuolo,Italy (Serie A),CAN,16/6/2000 (23 years old),188 cm,77 kg,"DM, M (C)",€6.6M - €8M,,Right,Very Strong,Reasonable,8,10,12,12,12,7,10,12,3,10,14,8,10,14,8,13,10,14,12,12,9,13,7,11,13,13,14,13,10,13,13,13,14,13,15,11,1,3,3,2,3,1,1,2,1,3,3
Kristian Thorstvedt,53126110,Sassuolo,Italy (Serie A),NOR,13/3/1997 (26 years old),189 cm,84 kg,"DM, M (C)",€5.8M - €9M,"€14,750 p/w",Left,Reasonable,Very Strong,5,8,12,12,13,11,14,12,4,8,13,12,9,14,13,14,14,14,13,14,12,13,12,13,10,15,14,13,12,11,14,14,14,11,14,14,2,3,1,1,1,3,2,3,3,1,3
Josh Doig,61093823,Sassuolo,Italy (Serie A),SCO,18/5/2000 (23 years old),189 cm,71 kg,D (L),€5.4M - €6.6M,"€22,000 p/w",Left,Reasonable,Very Strong,7,13,12,10,11,4,11,11,9,10,12,6,12,12,12,13,13,12,7,11,15,12,5,14,13,15,12,14,15,13,12,15,14,16,13,13,3,3,3,1,2,1,3,3,4,3,2
Daniel Boloca,43192537,Sassuolo,Italy (Serie A),ROU,22/12/1996 (26 years old),188 cm,76 kg,M (C),€3.7M - €7M,"€21,500 p/w",Right Only,Very Strong,Weak,11,11,13,9,14,9,9,13,8,10,14,9,15,15,14,14,13,14,12,13,11,6,7,14,13,14,13,13,13,13,13,11,14,13,15,13,1,3,3,3,2,1,3,3,2,2,3
Fali Candé,83149225,Sassuolo,Italy (Serie A),GNB,24/1/1996 (27 years old),184 cm,82 kg,D/WB (RL),€2.4M - €5.2M,"€15,500 p/w",Left Only,Weak,Very Strong,13,12,10,8,11,14,9,8,11,13,13,8,13,11,12,13,12,12,12,12,13,5,11,10,13,13,12,14,14,12,14,8,12,13,13,14,3,3,1,2,3,3,1,3,1,2,3
Cristian Volpato,2000034865,Sassuolo,Italy (Serie A),ITA,15/11/2001 (21 years old),187 cm,78 kg,AM (C),€1.9M - €3.7M,"€25,000 p/w",Left,Reasonable,Very Strong,14,12,15,12,16,12,7,12,4,4,15,13,4,16,9,13,11,12,9,11,10,17,4,13,4,11,14,11,12,14,13,10,12,13,12,11,2,2,1,2,1,3,3,2,1,3,3
Sebastian Walukiewicz,96105337,Sassuolo,Italy (Serie A),POL,5/4/1998 (25 years old),188 cm,85 kg,D (C),€1M - €2.3M,,Right,Very Strong,Weak,4,7,10,7,11,4,14,6,10,12,11,8,13,10,13,13,14,13,13,12,15,10,6,11,12,14,10,14,12,11,15,14,15,13,15,15,3,3,2,1,3,2,2,3,2,1,1
Walid Cheddira,43391696,Sassuolo,Italy (Serie A),MAR,22/1/1996 (27 years old),187 cm,80 kg,ST (C),€750K - €7.4M,"€5,500 p/w",Right,Very Strong,Weak,5,11,13,11,12,5,12,10,7,6,12,13,11,11,13,12,14,11,12,13,14,5,10,14,7,15,12,17,15,14,13,13,14,15,15,13,3,3,3,3,1,1,1,3,2,2,3
Stefano Turati,43378804,Sassuolo,Italy (Serie A),ITA,5/9/1999 (23 years old),188 cm,85 kg,GK,€600K - €6.4M,"€16,250 p/w",Right Only,Very Strong,Weak,2,2,3,2,13,1,9,3,6,3,11,3,2,13,10,12,15,11,12,12,15,4,13,8,12,13,9,14,12,12,11,13,12,12,13,13,12,14,13,8,14,9,15,10,15,14,14
Nicholas Pierini,43206238,Sassuolo,Italy (Serie A),ITA,6/8/1996 (26 years old),176 cm,70 kg,"AM (RL), ST (RL)",€500K - €5M,"€15,500 p/w",Right,Very Strong,Weak,11,11,13,14,14,12,8,13,5,4,13,12,4,14,12,12,12,13,9,13,11,15,8,14,10,12,13,12,14,13,12,8,14,13,13,11,3,3,2,1,2,2,1,3,2,2,2
Filippo Romagna,43152269,Sassuolo,Italy (Serie A),ITA,26/5/1995 (28 years old),186 cm,75 kg,D (C),€475K - €1.4M,"€14,250 p/w",Right,Very Strong,Weak,4,4,5,4,8,3,12,4,10,15,11,4,14,8,11,13,10,12,12,13,14,10,11,4,14,12,8,12,12,12,13,13,11,12,14,13,3,2,3,2,1,3,3,1,3,3,1
Cas Odenthal,37064719,Sassuolo,Italy (Serie A),NED,26/9/1998 (24 years old),190 cm,75 kg,D (C),€200K - €2M,"€16,750 p/w",Right,Very Strong,Reasonable,9,12,10,10,12,8,15,10,10,13,12,5,14,11,14,11,11,12,12,12,12,7,10,11,13,14,11,14,12,12,13,14,14,11,14,13,1,2,3,3,1,2,2,3,1,1,1
Luca Moro,43379699,Sassuolo,Italy (Serie A),ITA,25/1/1999 (24 years old),189 cm,77 kg,ST (C),€170K - €1.7M,"€7,500 p/w",Right,Very Strong,Reasonable,10,9,13,13,12,13,12,12,4,5,11,11,7,13,12,13,11,12,13,12,14,10,11,13,10,11,10,12,13,13,13,14,11,12,13,12,3,1,2,3,2,1,3,1,4,4,3
Yeferson Paz,76062662,Sassuolo,Italy (Serie A),COL,13/6/2000 (23 years old),176 cm,67 kg,D/WB (RL),€130K - €1.3M,"€2,000 p/w",Right Only,Very Strong,Weak,8,12,12,7,12,7,9,10,8,9,12,9,11,13,12,13,12,10,12,12,12,14,9,12,11,10,10,12,13,12,12,9,13,13,12,10,3,2,3,2,3,3,3,4,1,3,2
Edoardo Pieragnolo,43500623,Sassuolo,Italy (Serie A),ITA,3/1/2001 (22 years old),178 cm,75 kg,D (L),€120K - €1.2M,"€4,400 p/w",Left Only,Weak,Very Strong,11,12,13,8,10,8,10,10,8,7,11,7,13,11,12,14,12,10,14,12,10,5,8,14,10,14,11,14,14,13,12,9,12,13,14,12,2,2,3,2,3,3,2,3,3,3,2
Nemanja Matić,62000307,Sassuolo,Italy (Serie A),SRB,1/8/1986 (36 years old),194 cm,85 kg,"DM, M (C)",€110K - €1.1M,"€59,000 p/w",Left,Reasonable,Very Strong,10,11,12,8,15,10,16,13,5,13,15,12,16,15,10,15,14,16,13,13,13,4,14,10,16,16,13,13,10,10,18,16,13,10,12,17,3,3,2,2,2,3,2,1,3,2,1
Laurs Skjellerup,27150884,Sassuolo,Italy (Serie A),DEN,12/8/2000 (22 years old),195 cm,90 kg,ST (C),€80K - €800K,"€1,400 p/w",Right,Very Strong,Weak,4,7,9,10,10,6,12,8,10,10,11,7,8,10,12,11,7,8,6,9,7,7,5,10,10,12,11,13,10,11,12,15,14,12,11,12,3,3,3,1,2,2,1,2,3,3,2
Tarik Muharemović,16337326,Sassuolo,Italy (Serie A),BIH,28/2/2001 (22 years old),187 cm,75 kg,D (C),€80K - €800K,"€1,600 p/w",Left,Reasonable,Very Strong,3,4,7,5,10,4,12,5,10,12,8,6,12,10,10,10,11,10,11,12,9,6,8,7,12,7,7,9,10,10,12,15,11,11,13,12,2,1,2,3,3,1,2,3,3,2,1
Luca Lipani,2000098016,Sassuolo,Italy (Serie A),ITA,18/5/2003 (20 years old),187 cm,72 kg,M (C),€55K - €8.8M,"€3,300 p/w",Right,Very Strong,Reasonable,8,7,11,8,14,15,14,14,13,12,14,11,10,14,7,13,8,6,10,11,9,7,6,7,11,12,12,9,12,13,13,15,13,13,14,11,3,1,1,2,2,1,3,3,1,3,4
Edoardo Iannoni,43599180,Sassuolo,Italy (Serie A),ITA,11/4/1999 (24 years old),185 cm,78 kg,"DM, M (C)",€45K - €450K,"€3,900 p/w",Right Only,Very Strong,Weak,8,9,11,10,12,6,9,10,10,13,13,8,12,12,13,12,13,13,12,11,8,6,8,12,13,14,12,12,12,12,12,9,12,12,13,11,2,3,2,1,3,1,4,1,1,3,1
Jay Idzes,37073855,Sassuolo,Italy (Serie A),IDN,2/6/1998 (25 years old),190 cm,82 kg,"DM, M (C)",€45K - €450K,"€6,750 p/w",Right,Very Strong,Weak,5,6,10,5,11,11,13,9,4,12,13,8,12,11,16,13,14,12,12,12,14,6,10,9,13,14,10,15,11,11,13,14,13,10,15,13,2,1,1,1,1,1,1,2,2,1,3
Giacomo Satalino,43252200,Sassuolo,Italy (Serie A),ITA,20/5/1997 (26 years old),188 cm,75 kg,GK,€20K - €190K,"€2,500 p/w",Right Only,Very Strong,Weak,3,3,1,2,8,1,6,2,2,2,5,3,1,7,12,10,13,11,10,11,12,3,8,5,12,11,9,10,12,12,11,12,11,11,12,10,12,12,12,10,12,11,11,10,11,10,11
Alieu Fadera,13227290,Sassuolo,Italy (Serie A),GAM,3/11/1999 (23 years old),181 cm,76 kg,"AM (RL), ST (RL)",€16K - €7.6M,,Right,Very Strong,Reasonable,10,12,14,13,13,8,9,9,11,10,11,10,9,11,18,12,14,10,10,11,16,11,6,14,10,15,10,14,13,12,12,13,9,13,13,10,2,1,2,3,3,4,1,1,2,2,2
Gioele Zacchi,43500889,Sassuolo,Italy (Serie A),ITA,10/7/2001 (22 years old),185 cm,78 kg,GK,€10K - €30K,€600 p/w,Right,Very Strong,Fairly Strong,1,1,3,2,7,1,4,2,1,3,10,1,3,6,9,8,10,8,11,10,9,2,4,3,8,8,7,7,10,14,9,12,12,9,6,8,12,11,11,6,13,12,8,6,14,6,10
Marcão,19190440,Sevilla,Spain (LaLiga),BRA,5/6/1994 (29 years old),185 cm,80 kg,D (C),€27M - €43M,"€32,500 p/w",Left,Weak,Very Strong,8,8,10,7,13,8,14,7,8,15,13,13,16,13,17,14,16,15,15,14,17,10,15,8,14,16,12,15,13,12,15,13,10,13,12,15,3,3,1,1,3,1,1,3,3,1,2
Tanguy Nianzou,49048365,Sevilla,Spain (LaLiga),FRA,7/6/2000 (23 years old),191 cm,85 kg,D (C),€20M - €25M,"€77,000 p/w",Right,Very Strong,Reasonable,4,7,12,7,12,4,16,7,5,13,14,6,13,13,16,13,14,15,13,13,13,12,11,10,14,14,12,13,12,11,15,16,13,13,13,15,3,1,2,1,1,1,3,3,2,3,2
Djibril Sow,98034373,Sevilla,Spain (LaLiga),SUI,6/2/1995 (28 years old),183 cm,77 kg,"DM, M (C)",€20M - €24M,"€21,500 p/w",Right,Very Strong,Reasonable,11,8,12,8,14,10,9,12,6,12,14,10,12,14,16,13,12,13,12,13,13,13,13,12,13,14,14,16,13,13,15,11,15,15,17,12,2,2,2,3,2,3,3,2,2,3,3
Juanlu,2000027530,Sevilla,Spain (LaLiga),ESP,15/8/2001 (21 years old),186 cm,68 kg,D/WB (RL),€10M - €15.5M,"€7,500 p/w",Right,Very Strong,Reasonable,11,12,12,8,13,10,12,10,10,11,12,8,12,13,11,12,11,12,13,12,13,11,11,13,12,13,11,14,13,12,9,13,14,14,14,11,1,1,3,3,2,2,1,2,3,2,2
Chidera Ejuke,13182752,Sevilla,Spain (LaLiga),NGA,2/1/1996 (27 years old),176 cm,72 kg,"M/AM (RL), ST (RL)",€10M - €15.5M,"€8,250 p/w",Right,Very Strong,Reasonable,10,11,17,11,12,8,9,12,6,7,12,10,7,15,9,10,12,12,10,11,12,18,6,12,9,12,12,11,14,16,13,9,12,15,12,12,3,2,1,3,1,2,2,2,2,2,1
Álvaro Fernández,67246951,Sevilla,Spain (LaLiga),ESP,13/4/1996 (27 years old),185 cm,75 kg,GK,€9.4M - €12M,"€15,500 p/w",Right,Very Strong,Reasonable,3,3,3,3,11,7,2,2,2,3,10,3,1,9,12,13,13,12,13,14,15,7,8,8,12,12,11,13,11,13,11,13,15,11,12,12,13,13,13,8,14,12,14,7,15,14,13
Rubén Vargas,98041215,Sevilla,Spain (LaLiga),SUI,5/8/1996 (26 years old),177 cm,70 kg,"M/AM (RL), ST (RL)",€8.8M - €11M,"€14,500 p/w",Right,Very Strong,Fairly Strong,12,12,15,11,13,11,8,9,16,8,12,10,10,14,15,10,13,11,9,9,14,15,5,13,8,12,12,13,15,16,9,8,12,16,12,8,2,2,2,2,2,1,3,4,4,2,2
Nemanja Gudelj,62013805,Sevilla,Spain (LaLiga),SRB,16/11/1989 (33 years old),186 cm,77 kg,"DM, M (C)",€6M - €7.4M,"€100,000 p/w",Right,Very Strong,Reasonable,6,10,9,10,14,12,15,15,11,12,14,12,14,13,16,13,15,13,13,13,16,11,14,11,12,15,11,17,12,13,13,14,14,14,14,15,2,1,1,1,2,2,2,3,2,3,4
Lucien Agoumé,49048461,Sevilla,Spain (LaLiga),FRA,9/2/2000 (23 years old),185 cm,72 kg,M (C),€4.6M - €9M,"€6,000 p/w",Right,Very Strong,Reasonable,10,8,12,9,12,11,12,9,6,11,13,10,13,13,10,12,12,11,12,12,12,12,9,12,12,12,14,13,12,13,13,13,17,13,15,14,1,3,2,2,3,1,1,3,1,2,2
Peque,67295757,Sevilla,Spain (LaLiga),ESP,4/10/2000 (22 years old),168 cm,66 kg,"M (C), AM (RLC), ST (RL)",€4.4M - €8.6M,"€6,750 p/w",Right,Very Strong,Fairly Strong,6,8,13,11,15,8,11,11,5,5,15,14,6,14,10,11,12,11,9,12,13,13,6,14,5,14,13,12,13,15,12,12,14,12,10,12,3,2,3,2,4,2,2,1,2,2,1
